PMID	Relationship_Count	Relationships
20828825	1	STAT6->OPRM1(Unknown)
20829431	2	HNF1A->SLC22A10(Activation); HNF1A->SLC22A9(Activation)
20837136	2	E2F1->MDM2(Repression); TP53->MDM2(Activation)
20838384	1	YBX1->ERBB2(Unknown)
20842112	7	ETS1->TERT(Repression); JUN->TERT(Repression); SMAD3->TERT(Repression); WT1->ETS1(Activation); WT1->JUN(Activation); WT1->SMAD3(Activation); WT1->TERT(Repression)
20842449	1	ASCL1->IGF2(Repression)
20842667	1	ETS1->NKX3-1(Activation)
20851106	1	SP1->ADAM23(Activation)
20854796	1	ARNT->UGT1A6(Unknown)
20858596	3	FOXP2->PLAUR(Activation); FOXP2->SRPX(Activation); FOXP2->SRPX2(Unknown)
20860828	2	ERG->EPB41L3(Repression); ERG->EPB41L4B(Activation)
20864515	2	PKNOX1->PTPN6(Activation); PKNOX1->SYP(Activation)
20864525	1	DMAP1->DNMT1(Unknown)
20871039	1	WT1->VEGFA(Activation)
20876284	1	ATM->CFLAR(Repression)
20876458	1	RUNX1->MYL9(Unknown)
20877436	1	DLX4->BRCA1(Repression)
20879862	1	FLI1->IL10(Activation)
20881612	1	HR->OLR1(Activation)
20886630	1	PDX1->INS(Unknown)
20888814	1	HIF1A->PPP1R3C(Unknown)
20889550	1	DNMT1->IL32(Repression)
20925909	1	PAX3->MITF(Activation)
20926453	1	ZNF350->ATXN2(Activation)
20926649	4	REST->KCNQ2(Repression); REST->KCNQ3(Repression); SP1->KCNQ2(Activation); SP1->KCNQ3(Activation)
20930312	1	SP3->CYP46A1(Unknown)
20930550	1	STAT3->IL6(Activation)
20935193	2	NFKB1->MUC5B(Unknown); RELA->MUC5B(Unknown)
20937549	1	SMAD3->FOXP3(Activation)
20939893	1	STAT3->MMP7(Repression)
20940408	2	DNMT1->EPCAM(Unknown); HDAC1->EPCAM(Unknown)
20949125	2	STAT1->GAST(Unknown); STAT3->GAST(Unknown)
20953172	1	PRDM14->POU5F1(Activation)
20953353	4	NFKB1->CCL19(Activation); NFKB2->CCL21(Activation); RELB->CCL19(Activation); RELB->CCL21(Activation)
20955387	1	LMO2->FGF2(Activation)
20956002	1	NR1H4->SCARB1(Activation)
20956019	1	SPI1->TLR4(Activation)
20957039	1	PHOX2B->ALK(Activation)
20959484	1	EGR1->PTEN(Unknown)
20959602	1	RUNX1->JUN(Activation)
20960210	1	POU2F1->LCT(Activation)
20966046	4	CTCF->H19(Unknown); CTCF->IGF2(Unknown); DDX5->H19(Unknown); DDX5->IGF2(Unknown)
20970965	1	PPARG->DEFB103A(Unknown)
20971808	6	CEBPD->DDIT3(Activation); CEBPD->PPARG(Activation); E2F1->DDIT3(Unknown); E2F1->PPARG(Unknown); RB1->DDIT3(Unknown); RB1->PPARG(Unknown)
20972246	1	FOXI1->CFTR(Repression)
20972454	1	TP63->KLF4(Repression)
20972463	2	GLI1->MUC5AC(Activation); GLI2->MUC5AC(Activation)
20976175	1	E2F1->THBS1(Activation)
20976523	1	FOS->ERCC4(Activation)
20977903	1	SOX10->RET(Activation)
20977921	1	TBX21->IFNG(Activation)
20978825	1	STAT3->CRP(Activation)
20980003	2	SREBF1->LRP1(Repression); SREBF2->LRP1(Repression)
20980443	3	CDCA7L->MAOB(Repression); EAPP->MAOB(Repression); SP1->MAOB(Unknown)
21030593	1	NR2F2->NTS(Unknown)
21036387	2	FOXP3->CCR4(Activation); FOXP3->IL2RA(Activation)
21036700	2	AR->TSC1(Repression); AR->TSC2(Repression)
21040746	1	PROX1->CCNE1(Activation)
21042278	1	MYC->CDKN1A(Repression)
21044953	4	ATF4->DDIT3(Activation); ATF4->TNFRSF10B(Unknown); DDIT3->TNFRSF10B(Activation); ELK1->TNFRSF10B(Activation)
21044962	1	SNAI2->UBE2D3(Repression)
21045016	1	SP1->MMP2(Unknown)
21045156	1	DLX5->IRS2(Activation)
21046154	1	SP1->ABCB8(Activation)
21047732	5	OTX2->AURKA(Activation); OTX2->CCNG2(Activation); OTX2->CDC25C(Activation); OTX2->IGF1(Activation); OTX2->IL6(Activation)
21047783	2	ASXL1->FABP4(Unknown); PPARG->FABP4(Unknown)
21050451	2	IRF1->CEACAM1(Activation); USF1->CEACAM1(Activation)
21051700	2	NRF1->PRDX3(Activation); NRF1->PRDX5(Activation)
21055159	1	AR->FN1(Unknown)
21056555	1	IRF1->IFIT3(Activation)
21056661	1	HIF1A->AR(Activation)
21060808	2	POU2F1->RPTOR(Unknown); RARA->RPTOR(Unknown)
21062477	1	IRF3->PURA(Repression)
21072171	1	MITF->KCNMA1(Unknown)
21072196	6	NR1I2->CORO1C(Activation); NR1I2->FOSL1(Activation); NR1I2->KLF6(Activation); NR1I2->RAB3A(Activation); NR1I2->THBS1(Activation); NR1I2->TNFRSF12A(Activation)
21077278	1	SP1->SIGIRR(Activation)
21078666	1	HDAC7->ESR1(Repression)
21081648	2	SNAI1->CDH1(Unknown); SNAI2->CDH1(Unknown)
21081659	1	EPAS1->MSC(Activation)
21084391	6	SOX6->CCNA2(Repression); SOX6->CCND1(Repression); SOX6->CDK4(Repression); SOX6->CDKN1A(Activation); SOX6->CTNNB1(Repression); SOX6->TP53(Activation)
21084835	2	TFAP2A->CDKN1A(Unknown); TP53->CDKN1A(Activation)
21087664	2	BRCA1->CYP19A1(Activation); NR5A1->CYP19A1(Activation)
21092233	1	HIF1A->MICA(Activation)
21099103	1	E2F1->AR(Activation)
21099359	2	BRCA1->HNRNPA2B1(Repression); BRCA1->KHSRP(Repression)
21102457	1	STAT3->S1PR1(Activation)
21106524	2	HDAC9->STAT6(Repression); SFPQ->STAT6(Repression)
21110951	1	CREBBP->RARA(Unknown)
21111075	1	CTCF->NF1(Unknown)
21115099	1	STAT1->PML(Activation)
21115498	1	SP1->VEGFA(Activation)
21118993	1	HDAC4->KLF4(Unknown)
21119109	2	NANOG->KDR(Activation); NANOG->KDR(Activation)
21123297	1	VDR->DDIT4(Unknown)
21123453	4	MYCN->NGFR(Repression); MYCN->NTRK1(Repression); PIAS2->MYCN(Repression); SP1->MYCN(Repression)
21123766	10	HNF4A->ABCG5(Repression); HNF4A->ABCG8(Repression); HNF4A->LDLR(Activation); HNF4A->NPC1L1(Activation); HNF4A->PCSK9(Activation); SREBF2->ABCG5(Repression); SREBF2->ABCG8(Repression); SREBF2->LDLR(Activation); SREBF2->NPC1L1(Activation); SREBF2->PCSK9(Activation)
21124928	1	SOX11->TUBB3(Unknown)
21126370	2	DR1->NR2C2(Unknown); ELK4->NR2C2(Unknown)
21128246	2	RUNX3->MMP9(Repression); RUNX3->TIMP1(Activation)
21129147	1	RUNX1->PF4(Activation)
21130740	1	SP1->SLC25A20(Unknown)
21131446	2	SRF->KPNA1(Unknown); SRF->KPNB1(Unknown)
21132266	2	MYC->TERT(Activation); SP1->TERT(Activation)
21132436	3	KLF4->CCND1(Activation); KLF4->CDKN1A(Activation); KLF4->TP53(Activation)
21132538	1	TCF4->PTEN(Repression)
21132541	13	CREB5->ATP6V0E1(Activation); CREB5->CFB(Activation); CREB5->DGKG(Activation); CREB5->DGKG(Repression); CREB5->LGALS3BP(Repression); CREB5->LY96(Repression); CREB5->MAPKAPK3(Activation); CREB5->MX1(Activation); CREB5->RASGRP3(Repression); CREB5->RDX(Repression); CREB5->STAT1(Repression); CREB5->TGFBR3(Activation); CREB5->TNFRSF11B(Repression)
21135115	8	GLI1->BCL2(Activation); GLI1->FAS(Repression); GLI1->PDGFRA(Activation); GLI1->TNFRSF10B(Repression); GLI2->BCL2(Activation); GLI2->FAS(Repression); GLI2->PDGFRA(Activation); GLI2->TNFRSF10B(Repression)
21146504	1	EP300->RELA(Unknown)
21146604	1	SP1->ENG(Activation)
21148039	2	ATF4->IRF7(Repression); IRF7->ATF4(Activation)
21149730	1	SIRT1->XPC(Repression)
21150880	1	CTCF->PTPRG(Unknown)
21151179	1	KLF8->MMP9(Activation)
21152868	2	HDAC1->PHB(Repression); HDAC2->PHB(Repression)
21164265	1	CLOCK->NR3C1(Repression)
21165554	1	TP53->EZH2(Repression)
21169726	1	NR5A1->CYP11B2(Repression)
21170267	1	ERG->TFF3(Unknown)
21170338	1	TRIM28->ZNF274(Unknown)
21172304	1	BTG2->KLK3(Repression)
21172343	5	STAT3->BCL2(Unknown); STAT3->BCL2L1(Unknown); STAT3->CCND1(Unknown); STAT3->PTGS2(Unknown); STAT3->VEGFA(Unknown)
21176371	3	PTMA->IDO1(Activation); PTMA->IDO2(Activation); PTMA->TLR9(Repression)
21176776	1	SPI1->IFIT3(Activation)
21176881	1	HIF1A->TUBB3(Unknown)
21177256	1	FOXE1->MSX1(Activation)
21178489	1	ERG->HPGD(Unknown)
21179557	2	EGR2->MPZ(Unknown); SOX10->MPZ(Unknown)
21183939	6	HOXB7->FGF2(Activation); HOXB7->MMP2(Activation); HOXB7->PDGFA(Activation); HOXB7->THBS2(Repression); HOXB7->VEGFA(Activation); HOXB7->WNT5A(Activation)
21184735	1	HDAC1->CDH1(Repression)
21184844	2	GATA4->SGPL1(Unknown); SP1->SGPL1(Unknown)
21185807	1	FOXO1->IL6(Activation)
21190945	2	MZF1->BLMH(Activation); SP1->BLMH(Activation)
21192791	2	RFX1->CD70(Unknown); RFX1->ITGAL(Unknown)
21205742	2	EGR1->ATF3(Activation); KLF4->ATF3(Activation)
21207956	1	HIF1A->ALAS2(Activation)
21212266	1	ATF5->BCL2(Activation)
21212796	1	NCOR2->MYCN(Unknown)
21215707	1	POU3F2->PDE5A(Repression)
21216957	1	EZH2->PIP5K1C(Repression)
21220346	2	GATA4->AMH(Activation); NR5A1->AMH(Activation)
21220691	1	IRF8->TLR3(Repression)
21220698	1	ATF4->TRIB3(Unknown)
21224073	2	KLF4->CCND1(Activation); KLF4->CDKN1A(Repression)
21225257	1	E2F1->IRF3(Repression)
21228219	1	TFAP4->SALL2(Activation)
21232178	1	EZH2->SATB1(Repression)
21233840	1	SETBP1->PTPA(Repression)
21235713	1	SP3->NOX4(Activation)
21235772	1	SP1->ESR1(Unknown)
21238464	2	FOS->MMP9(Activation); RELA->MMP9(Activation)
21239533	1	STAT1->JAK2(Activation)
21239696	3	HDAC11->IL17A(Repression); HDAC11->TNF(Repression); HDAC11->TNFSF4(Activation)
21242973	1	ERG->WNT11(Activation)
21243522	14	NFKB1->CD40LG(Unknown); NFKB1->HDAC7(Unknown); NFKB1->IFNG(Unknown); NFKB1->IL17A(Unknown); NFKB1->TNFRSF10A(Unknown); NFKB1->TNFSF10(Unknown); NFKB1->TNFSF14(Unknown); RELA->CD40LG(Unknown); RELA->HDAC7(Unknown); RELA->IFNG(Unknown); RELA->IL17A(Unknown); RELA->TNFRSF10A(Unknown); RELA->TNFSF10(Unknown); RELA->TNFSF14(Unknown)
21244365	1	ATF4->PTGS2(Unknown)
21244711	3	ETS1->MMP1(Unknown); ETS2->MMP1(Unknown); GATA3->MMP1(Unknown)
21245135	2	SIRT1->IL1B(Unknown); SIRT1->TNF(Unknown)
21245169	3	BRCA1->CDKN1A(Activation); EP300->CDKN1A(Activation); TP53->CDKN1A(Activation)
21245987	1	STAT3->CTGF(Repression)
21252065	1	RUNX1->PRKCQ(Unknown)
21252116	3	MYC->CDC34(Activation); MYC->IGF2BP1(Activation); MYC->KRAS(Activation)
21252229	1	REST->DYRK1A(Unknown)
21252297	1	FUBP3->FGF9(Unknown)
21255642	2	FOXD3->CAPN6(Unknown); POU2F1->CAPN6(Unknown)
21256618	2	HOPX->FLG(Activation); HOPX->LOR(Activation)
21256954	1	PHB2->ARNT(Repression)
21257710	1	STAT3->MICA(Repression)
21258402	2	HSF2->HIF1A(Unknown); HSF4->HIF1A(Unknown)
21258403	1	EAPP->CDKN1A(Unknown)
21261500	4	GFI1B->MEF2C(Repression); HOXA10->MYCN(Repression); HOXA9->MYCN(Activation); NKX2-5->MEF2C(Repression)
21266110	3	CREB1->NOLC1(Activation); NFKB1->NOLC1(Activation); RELA->NOLC1(Activation)
21266852	1	EZH2->CIITA(Repression)
21272048	1	TBX21->YY1(Unknown)
21273290	1	SHOX->FGFR3(Activation)
21278055	1	JUN->CDKN1A(Unknown)
21278380	1	ATF2->INS(Activation)
21278793	1	STAT3->VEGFA(Activation)
21283769	2	EGR1->PLAU(Activation); EGR1->PLAUR(Activation)
21284604	1	PGR->PLD1(Unknown)
21289264	1	EZH2->PAX8(Unknown)
21292004	4	NCOA6->CYP2C9(Unknown); NCOA6->CYP3A4(Unknown); NR1I2->CYP2C9(Unknown); NR1I2->CYP3A4(Unknown)
21292167	1	TRIM25->DDX58(Unknown)
21294679	1	ATF3->LDLR(Repression)
21295138	1	NR1I2->RXRA(Unknown)
21296416	1	BRCA1->CASR(Unknown)
21296692	1	SP1->DRG2(Unknown)
21296878	1	FOXO1->HYOU1(Unknown)
21300782	1	PITX1->TERT(Repression)
21302807	1	HDGF->VEGFA(Activation)
21304178	1	MYCN->MYBL2(Activation)
21304604	1	SOX2->PLAC1(Repression)
21308711	1	AR->MUC1(Repression)
21308712	1	AR->KLK3(Unknown)
21309719	1	SP1->IL10(Activation)
21309950	1	CTCF->SLC6A4(Unknown)
21310195	1	VDR->IL12B(Repression)
21310710	1	SATB1->BCL2(Unknown)
21311221	1	FOXM1->CDH1(Unknown)
21317427	3	HDAC2->DEC1(Unknown); HDAC2->TP63(Unknown); TP63->DEC1(Unknown)
21319196	1	TP53->PAX5(Activation)
21325207	1	STAT3->MUC1(Activation)
21325284	1	CTCF->RBL2(Unknown)
21325288	1	SP1->CDKN1A(Unknown)
21325296	2	CREM->DUSP1(Repression); CREM->DUSP4(Repression)
21328448	1	RUNX2->IHH(Unknown)
21331591	1	STAT3->STS(Activation)
21334436	2	NFKB1->EDN1(Unknown); RELA->EDN1(Unknown)
21337390	3	SIRT1->ACAN(Activation); SIRT1->ADAMTS5(Repression); SIRT1->COL10A1(Repression)
21342487	1	NR1I2->CYP3A4(Activation)
21344490	6	STAT3->BCL2(Unknown); STAT3->BCL2L1(Unknown); STAT3->BIRC5(Unknown); STAT3->CCND1(Unknown); STAT3->UCP2(Repression); STAT3->VEGFA(Unknown)
21345218	3	CEBPA->MAD1L1(Unknown); CEBPB->MAD1L1(Unknown); SMAD3->MXD1(Unknown)
21345358	1	YY1->DNAJB4(Activation)
21350211	1	ATF2->RELA(Activation)
21351099	1	TP53->TYMS(Repression)
21357535	1	JUN->IL24(Unknown)
21357676	2	AHR->CYP1A1(Unknown); AHR->CYP1A2(Unknown)
21364590	3	NR1H4->NFKB1(Activation); NR1H4->RELA(Activation); NR1H4->VEGFA(Activation)
21364923	1	TP53->RASSF1(Repression)
21367855	1	ESR1->ZFHX3(Activation)
21372519	1	E2F3->VEGFA(Unknown)
21377781	3	FHL2->CCND1(Repression); FHL2->CDKN1A(Activation); FHL2->CDKN1B(Activation)
21384303	3	MYC->ATF3(Unknown); MYC->CDK2(Unknown); MYC->CDK4(Unknown)
21384344	1	JUN->BEX2(Activation)
21385902	1	STAT3->BCL2(Unknown)
21386983	1	MTF1->SNCB(Unknown)
21387309	1	POU2F1->AR(Unknown)
21393444	3	SMAD3->POR(Unknown); SMAD4->POR(Unknown); THRB->POR(Unknown)
21394099	1	BCL6->MYC(Activation)
21396117	1	BRCA1->EGFR(Repression)
21399666	1	HMG20B->BRCA2(Unknown)
21401636	4	ETS1->IGFBP1(Unknown); ETS1->PRL(Unknown); FOXO1->IGFBP1(Unknown); FOXO1->PRL(Unknown)
21406404	1	EZH2->BRCA1(Unknown)
21406724	2	ATM->PVR(Activation); ATM->PVR(Repression)
21407215	2	BRCA1->SIRT1(Activation); GTF2I->SIRT1(Activation)
21408189	1	SRY->SOX9(Unknown)
21410405	1	STAT3->MMP1(Unknown)
21411498	4	E2F1->TERT(Activation); E2F1->TERT(Repression); MXD1->TERT(Activation); MXD1->TERT(Repression)
21412441	2	SF1->SOX9(Unknown); SRY->SOX9(Unknown)
21415305	1	HNF4A->UGT2B7(Unknown)
21418583	1	FOXO1->CDKN1B(Activation)
21418908	2	STAT3->FGF2(Activation); STAT3->VEGFA(Activation)
21425961	6	PITX1->HES1(Repression); PITX1->JUN(Repression); PITX1->NKX3-1(Repression); PITX1->RUNX1(Repression); PITX1->RUNX2(Repression); PITX1->TRIB2(Repression)
21432868	1	AR->STIM1(Unknown)
21435102	3	STAT3->BCL2(Activation); STAT3->BCL2L1(Activation); STAT3->CCND1(Activation)
21436631	3	EGR1->WNT4(Unknown); TCF4->LGR5(Unknown); TCF4->WNT4(Unknown)
21437359	2	SP1->PLAT(Unknown); SP3->PLAT(Unknown)
21441950	1	E2F1->TP53(Unknown)
21443683	1	YY1->APH1A(Activation)
21447649	1	IRF2->CXCR4(Repression)
21447743	1	RUNX1->VEGFA(Repression)
21447833	1	MYC->SART3(Unknown)
21453247	2	APBB1->GMPS(Repression); KAT5->GMPS(Repression)
21454491	1	HEYL->AR(Repression)
21454613	1	ATF3->CD82(Unknown)
21454713	3	HNF1A->APOM(Unknown); JUN->APOM(Unknown); JUNB->APOM(Unknown)
21457548	1	CREB1->AR(Unknown)
21464950	3	CREBBP->EGFR(Unknown); HDAC3->EGFR(Unknown); SP1->EGFR(Unknown)
21465172	1	EZH2->FOXC1(Repression)
21465479	2	MSX2->ABCG2(Unknown); SP1->ABCG2(Unknown)
21467194	2	NR5A1->CYP17A1(Unknown); PIAS1->CYP17A1(Unknown)
21469139	1	SP1->MMP2(Activation)
21474578	2	HOXB7->CCND1(Activation); HOXB7->CDKN1B(Repression)
21474819	6	FOS->CCND1(Repression); FOS->MMP9(Repression); JUN->CCND1(Repression); JUN->MMP9(Repression); SIRT1->CCND1(Repression); SIRT1->MMP9(Repression)
21476904	1	NR1H4->NR1I2(Activation)
21478267	1	FOXD3->RND3(Unknown)
21478550	1	TP63->ID2(Repression)
21478913	1	TP53->DNMT1(Repression)
21479263	2	ARNTL->PER1(Unknown); CLOCK->PER1(Unknown)
21479363	1	E2F1->PPP1R13B(Activation)
21483406	1	HIF1A->ZNF217(Activation)
21486948	2	ESR1->HTRA2(Activation); ESR1->NRF1(Activation)
21487104	1	KLF5->FOXO1(Unknown)
21489980	2	PARP1->THBD(Activation); PARP1->THBD(Repression)
21498520	1	STAT2->STAT1(Unknown)
21501586	1	HOXD1->ITGB1(Unknown)
21503108	2	NFKB1->BCL2(Activation); RELA->BCL2(Activation)
21503958	1	GTF2I->HSPA5(Activation)
21503964	1	TWIST1->RUNX2(Repression)
21504125	1	NOTCH3->ASPH(Unknown)
21507199	4	GATA3->IFNG(Unknown); GATA3->IL10(Unknown); TBX21->IFNG(Unknown); TBX21->IL10(Unknown)
21507255	2	CREB1->XPC(Unknown); SP1->XPC(Unknown)
21507959	1	ZFP36->VEGFA(Repression)
21514437	1	GATA6->CAV1(Repression)
21515604	1	EZH2->SFRP1(Unknown)
21517265	1	CTNNB1->MMP14(Activation)
21518729	3	ATM->FOXM1(Activation); E2F1->FOXM1(Activation); TP53->FOXM1(Repression)
21519923	2	FOXD3->MITF(Repression); TCF4->MITF(Repression)
21526180	3	SALL4->ABCA3(Activation); SALL4A->ABCA3(Activation); SALL4A->ABCG2(Unknown)
21526343	1	SP1->RGN(Repression)
21527728	1	SREBF2->NPC1L1(Unknown)
21528154	1	SP1->ASPN(Unknown)
21531700	1	MYC->TOP1MT(Unknown)
21531766	2	SOX2->ABCC3(Activation); SOX2->ABCC6(Activation)
21531817	1	KLF4->IFITM3(Repression)
21532617	1	AR->PTEN(Unknown)
21532622	1	E2F1->CTNNBIP1(Activation)
21533051	2	CTNNB1->MYC(Activation); TCF4->MYC(Activation)
21533107	1	SIRT1->FOXP3(Unknown)
21536589	1	FOXO4->SOD2(Activation)
21536749	1	CTCF->IGF2(Unknown)
21536859	6	ERG->ERG(Activation); FLI1->ERG(Activation); GATA3->ERG(Activation); LMO2->ERG(Activation); LYL1->ERG(Activation); TAL1->ERG(Activation)
21539536	1	KLF1->HBB(Unknown)
21540083	2	PAX5->FHL2(Activation); ZBTB14->FHL2(Activation)
21540308	2	TBX21->CXCR3(Activation); TBX21->IFNG(Activation)
21540640	1	SMAD4->RUNX1T1(Activation)
21542013	1	RUNX2->LRP5(Unknown)
21542777	1	PPARA->STAT5A(Unknown)
21544813	4	ARNT->CCNE1(Repression); ARNT->CDK2(Repression); ARNT->FOS(Repression); ARNT->JUN(Repression)
21546410	1	STAT3->ESR2(Activation)
21546904	1	EZH2->FBXO32(Repression)
21547890	1	ZBTB16->SOX9(Activation)
21549311	1	HDAC3->GTF2I(Unknown)
21549806	2	CEBPA->HSD17B11(Activation); SP1->HSD17B11(Activation)
21551187	1	DNMT1->BMP2(Repression)
21551321	2	CTNNB1->CHGA(Unknown); LEF1->CHGA(Unknown)
21553143	2	MYC->TERT(Unknown); SP1->TERT(Activation)
21555589	2	MTA1->CDKN2A(Activation); SP1->MTA1(Activation)
21556051	1	MED1->UBE2C(Unknown)
21556761	2	MAZ->TSG101(Activation); TTF2->TSG101(Unknown)
21556774	3	TFAP2A->CRYAB(Activation); TFAP2B->CRYAB(Activation); TP53->CRYAB(Activation)
21557991	1	TP53->CDKN1A(Activation)
21565167	1	JUN->RHOB(Activation)
21567100	1	SNAI2->POU5F1(Activation)
21572044	1	STAT1->LY96(Activation)
21573214	7	HES1->ASCL1(Repression); LMO3->ASCL1(Activation); LMO3->ASCL1(Repression); LMO3->HES1(Repression); NHLH2->ASCL1(Activation); NHLH2->ASCL1(Repression); NHLH2->HES1(Repression)
21575365	3	PTMA->IDO1(Activation); PTMA->IDO2(Activation); PTMA->TLR9(Repression)
21577210	2	PARP1->CDH1(Activation); PARP1->SNAI1(Repression)
21586797	1	KLF4->PFKP(Activation)
21590492	1	STAT3->EGFR(Activation)
21592955	1	KLF11->INS(Unknown)
21593445	1	ZFP36->CXCL8(Repression)
21602817	1	MITF->CTSK(Activation)
21602887	2	PAX8->E2F1(Activation); RB1->E2F1(Repression)
21603612	2	NFATC1->SP1(Repression); SP1->TNFSF10(Repression)
21604172	2	SP1->CD2AP(Activation); SP3->CD2AP(Activation)
21606196	1	ID1->ZNF148(Repression)
21606497	1	STAT3->ZFP36(Activation)
21609320	1	GATA4->HAMP(Activation)
21613300	2	CDX1->PTGS2(Activation); NR0B2->PTGS2(Activation)
21613411	2	AR->EGFR(Activation); AR->ERBB2(Activation)
21613827	1	RREB1->SLC39A3(Unknown)
21617703	1	RUVBL1->TP53(Repression)
21619550	1	NR1H4->KRT13(Activation)
21622533	3	CTNNB1->STARD7(Activation); NR5A1->STARD7(Activation); TCF7L2->STARD7(Activation)
21625432	3	E2F1->PDK4(Repression); NFKB1->PDK4(Repression); RELA->PDK4(Repression)
21625455	1	SMAD3->FOXA2(Unknown)
21627988	2	NFKB1->MMP14(Activation); RELA->MMP14(Activation)
21628458	2	NFKB1->IL17C(Activation); RELA->IL17C(Activation)
21629038	3	EZH2->CDKN1A(Repression); EZH2->MMP2(Activation); EZH2->PCNA(Activation)
21632975	2	GATA3->IL12RB2(Repression); GATA3->STAT4(Repression)
21636851	2	HDAC1->SP1(Repression); HDAC2->SP1(Repression)
21637295	1	SPEN->DMPK(Activation)
21637919	1	RB1CC1->CDKN2A(Unknown)
21637926	1	RUNX3->JAG1(Repression)
21640770	1	SIRT1->CDH1(Repression)
21651891	2	TRIM22->NFKB1(Unknown); TRIM22->RELA(Unknown)
21652709	1	KLF4->CDKN1A(Activation)
21652770	1	YBX1->AR(Unknown)
21654193	2	FOXO3->BBC3(Unknown); FOXO3->BCL2L11(Unknown)
21655267	3	FOXO1->RAG1(Unknown); FOXP1->RAG1(Unknown); TCF3->RAG1(Unknown)
21655924	4	DNMT1->ESR1(Unknown); HDAC1->ESR1(Unknown); MECP2->ESR1(Unknown); TP53->ESR1(Unknown)
21656745	2	ZFP36->IL6(Repression); ZFP36->VEGFA(Repression)
21666725	1	YY1->BRCA1(Unknown)
21669963	1	ERG->SPP1(Activation)
21670154	1	SRF->LMO7(Unknown)
21670437	1	IRF7->IFNA1(Activation)
21672318	1	EN1->UTRN(Repression)
21672929	1	KHDRBS1->LEP(Activation)
21683060	1	IRF1->TRIM22(Unknown)
21683083	2	MLL2->HOXC6(Unknown); MLL3->HOXC6(Unknown)
21685935	3	EZH2->CDH1(Repression); HDAC1->CDH1(Repression); HDAC2->CDH1(Repression)
21687713	1	TEAD1->PAX3(Unknown)
21689417	2	GATA1->COPS5(Unknown); STAT3->COPS5(Unknown)
21689595	1	CTCF->ATXN7(Unknown)
21689689	1	STAT3->NANOG(Activation)
21690342	1	HOXB7->EGFR(Activation)
21693597	2	MBD2->DAPK1(Unknown); MBD2->KLK10(Unknown)
21693630	1	REST->SYN1(Unknown)
21697275	2	EZH2->CCND1(Activation); EZH2->CDKN2B(Repression)
21698120	1	PITX3->MIP(Activation)
21699754	1	ATF2->ST3GAL5(Activation)
21700680	1	BRCA1->DDIT3(Activation)
21701264	4	E2F4->BRCA1(Repression); E2F4->RAD51(Repression); RBL2->BRCA1(Repression); RBL2->RAD51(Repression)
21703114	1	SIRT1->EZH2(Repression)
21703197	1	TFCP2->SPP1(Activation)
21705670	1	NOTCH3->APOD(Repression)
21705779	2	KHSRP->RPL3(Unknown); NPM1->RPL3(Unknown)
21709683	1	NPAS3->VGF(Unknown)
21711233	2	FOXP2->PLAUR(Unknown); FOXP2->SRPX2(Unknown)
21712774	1	SP1->BACE1(Activation)
21719763	1	SIRT1->CDKN1A(Repression)
21720703	2	NCOR1->AR(Activation); NCOR2->AR(Activation)
21722313	2	PRDM1->GCSAM(Repression); PRDM1->LMO2(Repression)
21724586	1	MBD2->ADGRB1(Unknown)
21725619	1	TCF3->POU5F1(Repression)
21726997	1	DDIT3->TNFRSF10B(Activation)
21729534	2	SIM2->BCL2(Repression); SIM2->CASP3(Activation)
21730289	1	URI1->AR(Repression)
21730974	2	MSX2->BCL2(Repression); MSX2->CDH2(Repression)
21731766	5	HIF1A->VEGFA(Unknown); HIF1A->VEGFB(Unknown); HNF1A->VEGFA(Unknown); STAT3->VEGFA(Unknown); STAT3->VEGFB(Unknown)
21732343	1	ETS1->RHOC(Activation)
21734268	2	CEBPB->OXTR(Activation); RELA->OXTR(Activation)
21736709	2	AHR->MFSD2A(Unknown); ARNT->MFSD2A(Unknown)
21737465	1	ESR1->RET(Unknown)
21737788	1	ATF4->CHAC1(Activation)
21741415	1	ETS1->CXCR4(Unknown)
21741601	3	AR->ERBB2(Unknown); AR->ERBB3(Activation); AR->WNT7B(Activation)
21742528	2	AHR->CYP1B1(Unknown); ARNT->CYP1B1(Unknown)
21742769	1	TP53->BRCA1(Unknown)
21743493	1	FOXP3->SATB1(Unknown)
21747169	2	AR->CDK20(Activation); AR->CDK20(Activation)
21747944	1	ERG->ZEB1(Unknown)
21751241	1	NR3C1->S100P(Unknown)
21757709	4	CREM->FOS(Repression); FOS->CREM(Activation); JUN->CREM(Activation); SP1->CREM(Activation)
21761340	1	AR->TMPRSS2(Activation)
21763285	1	VDR->CYP24A1(Unknown)
21771320	2	NFIC->FABP7(Unknown); POU3F2->FABP7(Unknown)
21777376	5	ZNF300->CDKN1A(Repression); ZNF300->CDKN1B(Repression); ZNF300->CXCL8(Activation); ZNF300->IL6(Activation); ZNF300->MYC(Activation)
21778425	1	SIRT1->SHC1(Unknown)
21780100	1	AR->KLK3(Activation)
21788410	2	TCF3->CDK6(Repression); TCF3->MYC(Repression)
21790895	5	MYC->CCND2(Unknown); NFKB1->CCND2(Activation); NFKB1->MYC(Unknown); RELA->CCND2(Activation); RELA->MYC(Unknown)
21791076	1	VHL->NMU(Repression)
21792937	1	STAT3->PTPN6(Repression)
21795679	2	SP1->HAS2(Repression); YY1->HAS2(Repression)
21796151	2	STAT1->KRT17(Activation); STAT3->KRT17(Activation)
